0.22919E-03 0.41774E-12 0.00000E+01 221700 0 0 12531 0.54680E+08 0.00000E+01 0.22919E-03 0.00000E+01 0.00000E+01 0
1 0.00022919 1.2109e-12 2.7131e-07 0.00022919 0.00022919
2 0.00022916 1.416e-07 0.044872 0.00031344 0.00022916
3 0.00022915 5.465e-08 0.024494 0.00027604 0.00022915
4 0.00022919 1.2348e-12 2.7666e-07 0.00022919 0.00022919
5 0.00022907 1.3135e-07 0.041641 0.00041328 0.00022907
6 0.0002292 5.6293e-08 0.025225 0.00032564 0.0002292
7 0.00022919 1.2173e-12 2.7275e-07 0.00022919 0.00022919
8 0.00022925 1.3905e-07 0.04405 0.00031395 0.00022925
9 0.00022919 4.9231e-08 0.022061 0.00030944 0.00022919
10 0.00022919 1.2092e-12 2.7095e-07 0.00022919 0.00022919
11 0.0002293 1.497e-07 0.047411 0.00042376 0.0002293
12 0.00022918 5.8715e-08 0.026312 0.0003304 0.00022918
13 0.00022919 1.2395e-12 2.7772e-07 0.00022919 0.00022919
14 0.00022936 1.5439e-07 0.048882 0.0003173 0.00022936
15 0.00022926 5.7512e-08 0.025764 0.00027566 0.00022926
16 0.00022919 1.2205e-12 2.7346e-07 0.00022919 0.00022919
17 0.00022901 1.3859e-07 0.043949 0.00031628 0.00022901
18 0.00022926 5.9838e-08 0.026806 0.00032845 0.00022926
19 0.00022919 1.2109e-12 2.7131e-07 0.00022919 0.00022919
20 0.00022916 1.4291e-07 0.045288 0.00031455 0.00022916
21 0.00022926 5.8415e-08 0.026168 0.000325 0.00022926
22 0.00022919 1.193e-12 2.6731e-07 0.00022919 0.00022919
23 0.00022896 1.3769e-07 0.043671 0.00031771 0.00022896
24 0.00022922 5.9911e-08 0.026844 0.00033133 0.00022922
25 0.00022919 1.1914e-12 2.6694e-07 0.00022919 0.00022919
26 0.00022948 1.549e-07 0.04902 0.00031457 0.00022948
27 0.0002293 6.1524e-08 0.027557 0.00027509 0.0002293
28 0.00022919 1.2237e-12 2.7418e-07 0.00022919 0.00022919
29 0.00022909 1.4146e-07 0.044843 0.00031565 0.00022909
30 0.00022918 5.7582e-08 0.025804 0.00032859 0.00022918
31 0.00022919 1.2284e-12 2.7525e-07 0.00022919 0.00022919
32 0.00022895 1.2674e-07 0.040201 0.00031146 0.00022895
33 0.00022919 5.388e-08 0.024144 0.00027489 0.00022919
34 0.00022919 1.1979e-12 2.684e-07 0.00022919 0.00022919
35 0.00022898 1.3543e-07 0.042952 0.00031621 0.00022898
36 0.00022922 5.9409e-08 0.026619 0.00032978 0.00022922
<lo_statistics>
<cumulated_time> 4.761308999999999 </cumulated_time>
</lo_statistics>
