0.17212E+00 0.65250E-03 0.00000E+01 74707 0 0 5207 0.30230E+05 0.00000E+01 0.17212E+00 0.00000E+01 0.00000E+01 0
1 0.17099 0.00183 0.80345 0.44032 0.17099
2 0.17648 0.0041213 2.4794 44.537 0.17648
3 0.17216 0.00092321 0.80518 1.144 0.17216
4 0.17569 0.003088 0.93303 0.7672 0.17569
5 0.17122 0.0018208 0.79836 0.46231 0.17122
6 0.17183 0.0011763 0.72679 0.5344 0.17183
7 0.17696 0.0074044 1.5706 1.4373 0.17696
8 0.17082 0.0029863 0.92802 0.62886 0.17082
9 0.1724 0.0018083 0.7874 0.43202 0.1724
<lo_statistics>
<cumulated_time> 2.5098 </cumulated_time>
</lo_statistics>
